index,question,options,gold,explanation,pred_noexp,prob_noexp,pred_exp,prob_exp,is_correct_noexp,is_correct_exp,sufficiency,usefulness,probs_noexp,probs_exp
10,فتوسنتز یک فرایند است که شامل دی‌اکسید کربن، آب، گلوکز، اکسیژن و نور خورشید می‌باشد. کدام معادله شیمیایی صحیح برای فتوسنتز است؟,"['O_{2} + H_{2}O + انرژی -> C_{6}H_{12}O_{6} + CO_{2}', 'CO_{2} + H_{2}O -> C_{6}H_{6}O_{3} + O_{2} + انرژی', '6O_{2} + 6H_{2}O -> C_{6}H_{12}O_{6} + 6CO_{2} + انرژی', '6CO_{2} + 6H_{2}O + انرژی -> C_{6}H_{12}O_{6} + 6O_{2}']",D,فرایند فتوسنتز شامل تبدیل دی‌اکسید کربن و آب به گلوکز و اکسیژن با استفاده از انرژی نور خورشید است. معادله صحیح این فرایند به صورت 6CO_{2} + 6H_{2}O + انرژی -> C_{6}H_{12}O_{6} + 6O_{2} می‌باشد. این معادله نشان‌دهنده مصرف شش مولکول دی‌اکسید کربن و شش مولکول آب برای تولید یک مولکول گلوکز و شش مولکول اکسیژن است و به درستی فرآیند فتوسنتز را توصیف می‌کند.,D,0.8747984766960144,D,0.9936674237251282,True,True,True,True,[1.1792953e-01 6.1883742e-04 6.6531291e-03 8.7479848e-01],[5.8855275e-03 1.0448062e-04 3.4257877e-04 9.9366742e-01]
11,کدامیک از موارد زیر نمونه‌ای از یک تغییر فیزیکی است؟,"['روشن کردن یک کبریت', 'شکستن یک شیشه', 'سوختن بنزین', 'زنگ\u200cزدگی آهن']",B,شکستن یک شیشه یک تغییر فیزیکی است زیرا فقط شکل و اندازه آن تغییر می‌کند و ترکیب شیمیایی‌اش ثابت می‌ماند. سایر گزینه‌ها تغییرات شیمیایی هستند که ترکیب مواد را تغییر می‌دهند. بنابراین، گزینه B صحیح است.,C,0.6676990389823914,B,0.9931911826133728,False,True,True,True,[0.13147774 0.19129898 0.66769904 0.00952422],[5.2835331e-03 9.9319118e-01 8.1025605e-04 7.1504846e-04]
12,کدام یک از مناطق زیر بیشتر احتمال دارد تا سنگ‌های دگرگونی مانند گنیس و شیست را تشکیل دهد؟,"['بستر دریا', 'بیابان بادزده', 'محل عمیق زیر زمین', 'محل تحت پوشش یخچال']",C,سنگ‌های دگرگونی مانند گنایس و شیست در عمق زمین و تحت فشار و دمای بالا شکل می‌گیرند. این شرایط در محل‌های عمیق زیر زمین وجود دارد که سنگ‌ها تحت تأثیر تغییرات دما و فشار قرار می‌گیرند.,C,0.7616659998893738,C,0.9823487401008606,True,True,True,True,[0.17061582 0.03806954 0.761666   0.02964858],[0.0140673  0.0019038  0.98234874 0.0016801 ]
13,حشرات نر در یک جمعیت برای جلوگیری از تولید اسپرم درمان می‌شوند. آیا این کار می‌تواند جمعیت این حشرات را کاهش دهد؟,"['خیر، زیرا حشرات هنوز هم جفت\u200cگیری خواهند کرد.', 'خیر، زیرا این کار نرخ جهش فرزندان را تغییر نمی\u200cدهد.', 'بله، زیرا این کار به شدت نرخ زاد و ولد را کاهش می\u200cدهد.', 'بله، زیرا نرها خواهند مرد.']",C,اگر نرهای حشره‌ها درمان شوند و نتوانند اسپرم تولید کنند، نرخ زاد و ولد به شدت کاهش می‌یابد. بدون اسپرم، نرها نمی‌توانند تخمک‌ها را بارور کنند و این امر منجر به کاهش نسل‌های جدید و در نهایت کاهش جمعیت حشره‌ها خواهد شد.,C,0.5505214929580688,A,0.5900828838348389,True,False,False,False,[0.43042463 0.0112926  0.5505215  0.00776128],[0.5900829  0.00211161 0.40555766 0.0022478 ]
14,در زمین، آب می‌تواند به صورت جامد، مایع یا گاز باشد. کدام منبع انرژی بیشترین تأثیر را بر وضعیت ماده آب دارد؟,"['خورشید', 'باد', 'جریان\u200cهای اقیانوسی', 'هسته فلزی']",A,خورشید بزرگترین منبع انرژی زمین است و تأثیر زیادی بر حالت‌های آب دارد. انرژی آن موجب تبخیر، ذوب یخ و گرمایش آب می‌شود و به تغییر حالت‌های آب از جامد به مایع و گاز کمک می‌کند. بنابراین، خورشید نقش کلیدی در تغییر حالت آب دارد.,A,0.9873910546302795,A,0.9981263279914856,True,True,True,True,[0.98739105 0.00148738 0.00356805 0.00755356],[9.9812633e-01 9.0485596e-04 4.8433451e-04 4.8433451e-04]
15,یک کشتی مقدار زیادی نفت را در نزدیکی یک ناحیه ساحلی نشت می‌کند. کدام یک از بیانیه‌ها توصیف می‌کند که نفت چگونه احتمالاً بر زیستگاه ساحلی تأثیر خواهد گذاشت؟,"['نرخ تولید مثل ماهی\u200cها افزایش خواهد یافت.', 'پرندگان آبی قادر به استفاده از بال\u200cهای خود نخواهند بود.', 'گیاهان آبزی در معرض نور خورشید بیشتری قرار خواهند گرفت.', 'گیاهان ساحلی به مواد مغذی بیشتری دسترسی خواهند داشت.']",B,نشت نفت به نواحی ساحلی باعث آلودگی آب و کاهش کیفیت آن می‌شود. این آلودگی می‌تواند پرندگان آبی را آسیب‌پذیر کند و مانع از استفاده صحیح آن‌ها از بال‌هایشان شود، زیرا نفت پرها را آلوده و خاصیت شناوری آن‌ها را کاهش می‌دهد.,A,0.9468340873718262,B,0.976702094078064,False,True,True,True,[0.9468341  0.02523227 0.00270134 0.02523227],[2.0270804e-02 9.7670209e-01 8.9063705e-04 2.1365271e-03]
16,یک ویژگی شیمیایی معدنی وقتی مشهود است که معدنی,"['به راحتی هنگام ضربه با چکش می\u200cشکند', 'هنگام قرار دادن اسید بر روی آن حباب کند', 'به راحتی توسط ناخن خراشیده می\u200cشود', 'نور را از سطح خود بازتاب می\u200cدهد']",B,خاصیت شیمیایی یک ماده معدنی زمانی مشخص می‌شود که واکنش آن با مواد شیمیایی قابل مشاهده باشد. در اینجا، حباب زدن معدنی هنگام قرار دادن اسید نشان‌دهنده یک واکنش شیمیایی است و خاصیت شیمیایی آن را نمایان می‌کند. سایر گزینه‌ها بیشتر به خواص فیزیکی مربوط می‌شوند.,A,0.5072625875473022,B,0.9952587485313416,False,True,True,True,[0.5072626  0.2386797  0.2386797  0.01537796],[4.0121642e-03 9.9525875e-01 4.6444175e-04 2.6463094e-04]
17,یک غروب که در حال تاریک شدن است، الکس بر روی ایوان جلویی می‌نشیند و به آرامی ناپدید شدن خورشید پشت خانه همسایه آن طرف خیابان را تماشا می‌کند. کدام گزینه این مشاهدات را توضیح می‌دهد؟,"['نور خورشید توسط ابرها منعکس می\u200cشود.', 'نور خورشید توسط جو زمین شکست می\u200cیابد.', 'خورشید هر روز از غرب به شرق حرکت می\u200cکند.', 'خورشید به نظر می\u200cرسد که به دلیل چرخش زمین در حال حرکت است.']",D,خورشید به دلیل چرخش زمین به دور محور خود به نظر می‌رسد که در آسمان حرکت می‌کند. الکس در حال تماشای غروب خورشید است که به تدریج به سمت غرب ناپدید می‌شود. این پدیده نشان‌دهنده تأثیر چرخش زمین بر نحوه مشاهده ما از خورشید است.,D,0.9096762537956238,D,0.9855197668075562,True,True,True,True,[0.06589673 0.01297583 0.01145113 0.90967625],[1.10340025e-02 2.84999376e-04 3.16129485e-03 9.85519767e-01]
18,یک تبلیغ خمیردندان بیان می‌کند که یک برند از خمیردندان‌ها، غلظت بیشتری از فلوراید نسبت به هر خمیردندان دیگری که در دسترس است، دارد. این تبلیغ احتمالاً به این نکته اشاره دارد که خمیردندان تبلیغ‌شده,"['طعم خوشایندی دارد.', 'توسط دندانپزشکان توصیه می\u200cشود.', 'به بهداشت دهان و دندان کمک می\u200cکند.', 'گران\u200cترین برند فروخته\u200cشده است.']",C,تبلیغ خمیردندان به غلظت بالای فلوراید اشاره دارد که می‌تواند به بهبود بهداشت دهان و دندان کمک کند. فلوراید به عنوان ماده‌ای مؤثر در پیشگیری از پوسیدگی دندان شناخته می‌شود و غلظت بالای آن نشان‌دهنده تأثیر مثبت بر سلامت دندان‌هاست.,C,0.963753879070282,C,0.9828802943229675,True,True,True,True,[0.02266532 0.01213187 0.9637539  0.00144895],[1.2276352e-02 4.5162174e-03 9.8288029e-01 3.2715371e-04]
19,سلول‌ها چه چیزی را تجزیه می‌کنند تا انرژی تولید کنند؟,"['غذا', 'آب', 'کلروفیل', 'دی\u200cاکسید کربن']",A,"سلول‌ها برای تولید انرژی از مواد غذایی مانند کربوهیدرات‌ها، چربی‌ها و پروتئین‌ها استفاده می‌کنند. بنابراین، گزینه ""غذا"" صحیح است.",A,0.994198203086853,A,0.9995906949043274,True,True,True,True,[0.9941982  0.00189504 0.0011494  0.00275727],[9.9959069e-01 1.3775169e-04 9.4675263e-05 1.7687668e-04]
20,لورا ۵۰ میلی‌لیتر آب جوش را به ۱۰۰ میلی‌لیتر آب یخ اضافه می‌کند. اگر این ۱۵۰ میلی‌لیتر آب سپس در فریزر قرار گیرد، در چه دمايي آب یخ می‌زند؟,"['۰ درجه سانتی\u200cگراد', '۱۵ درجه سانتی\u200cگراد', '۳۷ درجه سانتی\u200cگراد', '۵۰ درجه سانتی\u200cگراد']",A,لورا ۵۰ میلی‌لیتر آب جوش را به ۱۰۰ میلی‌لیتر آب یخ اضافه می‌کند. دمای نهایی مخلوط به ۰ درجه سانتی‌گراد نزدیک می‌شود، زیرا آب یخ بیشتر و دمای کمتری دارد. بنابراین، وقتی این مخلوط به فریزر منتقل می‌شود، در دمای ۰ درجه سانتی‌گراد یخ می‌زند.,A,0.9709250330924988,A,0.9944413304328918,True,True,True,True,[0.97092503 0.01382248 0.0044875  0.01076496],[0.99444133 0.0032024  0.0011781  0.0011781 ]
21,پیامی از مغز به عضله در بازو توسط کدام ساختارها منتقل می‌شود؟,"['عصب\u200cهای حسی', 'عصب\u200cهای بینابینی', 'عصب\u200cهای حرکتی', 'عصب\u200cهای مکانورسپتوری']",C,سیگنال‌ها از مغز به عضله در بازو توسط نورون‌های حرکتی منتقل می‌شوند. این نورون‌ها پیام‌های حرکتی را از سیستم عصبی مرکزی به عضلات می‌رسانند و به آن‌ها امکان پاسخ به تحریکات مغزی را می‌دهند. بنابراین، گزینه صحیح نورون‌های حرکتی,C,0.9269867539405823,C,0.9951645135879517,True,True,True,True,[0.040412   0.02777473 0.92698675 0.00482653],[4.5816018e-03 1.4274417e-04 9.9516451e-01 1.1116927e-04]
22,ترکیب خاک بر توانایی خاک در حفظ و انتقال آب و هوا تأثیر می‌گذارد. کدام نوع خاک برای کاشت یک باغ مولد بهترین است؟,"['خاک\u200cهای شنی زیرا محتوای سیلیس بالایی دارند.', 'خاک\u200cهای لومی زیرا شامل شن و رس هستند.', 'خاک\u200cهای کمی سنگی زیرا معدنیات مورد نیاز را تأمین می\u200cکنند.', 'خاک\u200cهای رسی زیرا خاک\u200cهای سنگینی هستند و آب را حفظ می\u200cکنند.']",B,خاک لومی به دلیل ترکیب مناسب شن و رس، بهترین گزینه برای باغچه‌های پربار است. این نوع خاک هم آب را به خوبی نگه می‌دارد و هم هوا را منتقل می‌کند، که برای رشد گیاهان ضروری است. همچنین، خاک لومی مواد مغذی را حفظ کرده و شرایط ایده‌آلی برای رشد فراهم می‌آورد.,A,0.3312472105026245,B,0.9926453828811646,False,True,True,True,[0.3312472  0.3312472  0.04518104 0.29232463],[6.5846979e-03 9.9264538e-01 3.4897620e-04 4.2094567e-04]
23,زمین در یک روز چند بار حول محور خود می‌چرخد؟,"['یک بار', 'دو بار', '۲۴ بار', '۳۶۵ بار']",A,"زمین در هر ۲۴ ساعت یک بار حول محور خود می‌چرخد که موجب ایجاد شب و روز می‌شود. بنابراین، پاسخ صحیح گزینه ""یک بار"" است.",B,0.5344530344009399,A,0.9993983507156372,False,True,True,True,[0.41623244 0.53445303 0.02619632 0.02311817],[9.9939835e-01 3.8475395e-04 1.0914629e-05 2.0594394e-04]
24,دو دانش‌آموز از آن‌ها خواسته می‌شود که نموداری را در مورد طیف الکترومغناطیسی تهیه کنند. از چپ به راست، نمودار یکی از دانش‌آموزان طیف را از پرتوهای گامای تا امواج رادیویی نشان می‌دهد، در حالی که نمودار دانش‌آموز دیگر عکس آن را نشان می‌دهد. اگر معلم بگوید که هر دو نمودار صحیح هستند، آنگاه,"['اهمیتی ندارد که دانش\u200cآموزان نمودارهای خود را چگونه برچسب\u200cگذاری کنند.', 'راه\u200cهای متعددی برای سازماندهی اطلاعات وجود دارد.', 'امواج دارای خواص یکسانی هستند.', 'دانش\u200cآموزان تشویق می\u200cشوند که کار خود را انجام دهند.']",B,این سوال نشان می‌دهد که دانش‌آموزان می‌توانند اطلاعات را به شیوه‌های مختلف سازماندهی کنند و هر دو نمودار صحیح هستند. این موضوع اهمیت تنوع در ارائه اطلاعات و دیدگاه‌ها در علم و آموزش را تأکید می‌کند.,B,0.8339493274688721,B,0.9819585680961609,True,True,True,True,[1.6389394e-01 8.3394933e-01 9.3524628e-05 2.0631202e-03],[1.7915081e-02 9.8195857e-01 2.3038070e-05 1.0324947e-04]
25,زغال‌سنگ سنگی جامد است که از مواد ارگانیک در یک دلتای آب‌گرفته تشکیل شده است. تشکیل زغال‌سنگ نشان می‌دهد که,"['زغال\u200cسنگ عمدتاً از بقایای اسکلتی حیوانات تشکیل شده است.', 'زغال\u200cسنگ از ماگما که در طول زمان جامد شده است تشکیل می\u200cشود.', 'بلافاصله وقتی آب حذف می\u200cشود، به حالت فسیل در می\u200cآید.', 'فرایندهای زمین\u200cشناسی سال\u200cها ادامه دارد.']",D,تشکیل زغال‌سنگ نشان می‌دهد که فرآیندهای زمین‌شناسی میلیون‌ها سال طول می‌کشد. زغال‌سنگ از مواد آلی در باتلاق‌ها به وجود می‌آید و این نیازمند زمان و تغییرات زمین‌شناسی است تا به شکل نهایی خود برسد.,A,0.9591619372367859,D,0.8127401471138,False,True,True,True,[0.95916194 0.01353552 0.00161659 0.02568591],[0.16129322 0.02473512 0.00123149 0.81274015]
26,ستاره‌ها معمولاً بر اساس درخشندگی ظاهری‌شان در آسمان شب طبقه‌بندی می‌شوند. ستاره‌ها همچنین می‌توانند به طرق دیگر نیز طبقه‌بندی شوند. کدام‌یک از این روش‌ها برای طبقه‌بندی ستاره‌ها کمترین کاربرد را دارد؟,"['رنگ قابل مشاهده', 'ترکیب', 'بافت سطحی', 'دما']",C,طبقه‌بندی ستاره‌ها بر اساس رنگ، ترکیب و دما اطلاعات مفیدی درباره ویژگی‌های آن‌ها ارائه می‌دهد. اما بافت سطحی به دلیل فاصله زیاد و شرایط مشاهده، اطلاعات کمتری برای طبقه‌بندی فراهم می‌کند و بنابراین کاربرد کمتری دارد.,A,0.43724772334098816,C,0.9727560877799988,False,True,True,True,[0.43724772 0.34186167 0.05940665 0.161484  ],[2.5923071e-02 7.8280893e-04 9.7275609e-01 5.3801620e-04]
27,مایکل آموخته است که حرکت زمین در منظومه شمسی باعث تغییراتی می‌شود که می‌توان آن‌ها را روی این سیاره مشاهده کرد. کدام تغییر در زمینی که زمانی برای چرخش یک بار بر روی محور خود نیاز دارد، قابل مشاهده است؟,"['تبدیل روز به شب', 'تغییر زمستان به بهار', 'تغییر ژانویه به فوریه', 'تبدیل ماه نو به ماه کامل']",A,"چرخش زمین به دور محور خود شب و روز را ایجاد می‌کند. این تغییرات در هر ۲۴ ساعت قابل مشاهده‌اند، بنابراین گزینه ""تبدیل روز به شب"" صحیح است.",A,0.801138162612915,A,0.9891517162322998,True,True,True,True,[0.80113816 0.12214074 0.0576952  0.01902586],[9.8915172e-01 9.8211979e-03 3.1570185e-04 7.1144511e-04]
28,کدام یک از موارد زیر مشاهدهای است درباره ملخها که یک کلاس علوم می‌توانست در پیاده‌روی طبیعت خود انجام دهد؟,"['ملخها در یک ظرف پر از گیاهان بیشترین عمر را خواهند کرد.', 'ملخها سبز رنگ هستند و پاهای پشتی بلندی و شاخکهایی دارند.', 'ملخها احتمالاً علف بیشتری به نسبت برگ درختان خواهند خورد.', 'همه ملخها از تخمهایی که سال قبل گذاشته شده بودند، بیرون آمده\u200cاند.']",B,در پیاده‌روی علمی، دانش‌آموزان می‌توانند به راحتی ویژگی‌های ظاهری ملخ‌ها را مشاهده کنند. رنگ سبز، پاهای بلند و شاخک‌های آن‌ها از ویژگی‌های بارز این حشرات است که به وضوح قابل مشاهده و ثبت است.,B,0.5573395490646362,B,0.9955812096595764,True,True,True,True,[0.23233369 0.55733955 0.1823608  0.02796593],[4.0213107e-03 9.9558121e-01 2.4149849e-04 1.5592315e-04]
29,چه ویژگی ای از DNA باعث تمایز سلولی در جنین های در حال توسعه می شود؟,"['کدام ژن ها وجود دارند', 'چندین نسخه از هر ژن وجود دارد', 'کدام ژن ها فعال هستند', 'چه پروتئینی توسط یک ژن تولید می شود']",C,در مراحل توسعه جنین، تمایز سلولی به فعالیت ژن‌ها بستگی دارد. ژن‌های خاصی در سلول‌های مختلف فعال می‌شوند و این فعالیت‌ها باعث ایجاد ویژگی‌ها و عملکردهای متفاوت در سلول‌ها می‌شود. بنابراین، فعالیت ژن‌ها نقش کلیدی در تمایز سلولی دارد.,C,0.8969911932945251,C,0.9975274205207825,True,True,True,True,[0.05723084 0.04457142 0.8969912  0.00120649],[2.1608765e-03 1.0427371e-04 9.9752742e-01 2.0737304e-04]
30,حرارت، نور و صدا همگی اشکال مختلف ___ هستند.,"['سوخت', 'انرژی', 'ماده', 'الکتریسیته']",B,حرارت، نور و صدا اشکال مختلفی از انرژی هستند. انرژی توانایی انجام کار یا ایجاد تغییر در سیستم‌هاست و این سه پدیده نمونه‌های بارز آن در طبیعت‌اند.,B,0.9977158308029175,B,0.9985700845718384,True,True,True,True,[1.5000050e-03 9.9771583e-01 4.1653638e-04 3.6759206e-04],[8.5207401e-04 9.9857008e-01 2.4412329e-04 3.3367696e-04]
31,کدام یک از ویژگی‌های زیر توسط عناصر خانواده کربن به اشتراک گذاشته می‌شود؟,"['عدد اتمی ۶', 'جرم اتمی ۱۲', 'ساختار الکترونی یکسان', 'تعداد الکترون\u200cهای والانس']",D,عناصر خانواده کربن (گروه ۱۴ جدول تناوبی) همگی ۴ الکترون ظرفیت دارند که باعث رفتار مشابه آن‌ها در واکنش‌های شیمیایی و توانایی تشکیل پیوندهای متنوع می‌شود. سایر گزینه‌ها ویژگی‌های خاص یک عنصر هستند و نمی‌توانند به همه عناصر این خانواده تعمیم یابند.,C,0.6934155225753784,C,0.9534428119659424,False,False,False,False,[0.15532748 0.04450206 0.6934155  0.10675491],[0.00339859 0.00110336 0.9534428  0.04205531]
32,کدام یک از این فعالیت‌های انسانی به انقراض گونه‌ها کمک نمی‌کند؟,"['شکار', 'تخریب زیستگاه', 'اکولوژی بازسازی', 'گونه\u200cهای غیربومی معرفی شده']",C,اکولوژی بازسازی به فعالیت‌هایی اشاره دارد که هدف آن‌ها احیای زیستگاه‌های آسیب‌دیده است. این فعالیت‌ها به حفظ گونه‌ها کمک کرده و به انقراض آن‌ها نمی‌انجامند، بلکه می‌توانند تنوع زیستی را افزایش دهند و شرایط زیست محیطی را بهبود بخشند.,B,0.31395941972732544,B,0.8579987287521362,False,False,False,False,[0.13190424 0.31395942 0.2770682  0.2770682 ],[0.02560746 0.8579987  0.09078635 0.02560746]
