index,question,options,gold,masked_explanation,pred_noexp,prob_noexp,pred_exp,prob_exp,is_correct_noexp,is_correct_exp,sufficiency,usefulness,probs_noexp,probs_exp
10,فتوسنتز یک فرایند است که شامل دی‌اکسید کربن، آب، گلوکز، اکسیژن و نور خورشید می‌باشد. کدام معادله شیمیایی صحیح برای فتوسنتز است؟,"['O_{2} + H_{2}O + انرژی -> C_{6}H_{12}O_{6} + CO_{2}', 'CO_{2} + H_{2}O -> C_{6}H_{6}O_{3} + O_{2} + انرژی', '6O_{2} + 6H_{2}O -> C_{6}H_{12}O_{6} + 6CO_{2} + انرژی', '6CO_{2} + 6H_{2}O + انرژی -> C_{6}H_{12}O_{6} + 6O_{2}']",D,فرایند فتوسنتز شامل تبدیل ۶ مولکول دی‌اکسید کربن و ۶ مولکول آب به یک مولکول گلوکز و ۶ مولکول اکسیژن با استفاده از انرژی نور خورشید است. معادله صحیح این فر,D,0.8747984766960144,D,0.9784332513809204,True,True,True,True,[1.1792953e-01 6.1883742e-04 6.6531291e-03 8.7479848e-01],[1.8131873e-02 2.8405749e-04 3.1508470e-03 9.7843325e-01]
11,کدامیک از موارد زیر نمونه‌ای از یک تغییر فیزیکی است؟,"['روشن کردن یک کبریت', 'شکستن یک شیشه', 'سوختن بنزین', 'زنگ\u200cزدگی آهن']",B,شکستن شیشه تغییر فیزیکی است زیرا فقط شکل آن تغییر می‌کند و ترکیب شیمیایی ثابت می‌ماند. گزینه,C,0.6676990389823914,B,0.9956924319267273,False,True,True,True,[0.13147774 0.19129898 0.66769904 0.00952422],[2.8076409e-03 9.9569243e-01 5.8851356e-04 9.1150758e-04]
12,کدام یک از مناطق زیر بیشتر احتمال دارد تا سنگ‌های دگرگونی مانند گنیس و شیست را تشکیل دهد؟,"['بستر دریا', 'بیابان بادزده', 'محل عمیق زیر زمین', 'محل تحت پوشش یخچال']",C,سنگ‌های دگرگونی مانند گنایس و شیست در عمق زمین و تحت فشار و دمای بالا تشکیل می‌شوند، که,C,0.7616659998893738,C,0.38336771726608276,True,True,True,False,[0.17061582 0.03806954 0.761666   0.02964858],[0.2985671  0.23252428 0.38336772 0.08554091]
13,حشرات نر در یک جمعیت برای جلوگیری از تولید اسپرم درمان می‌شوند. آیا این کار می‌تواند جمعیت این حشرات را کاهش دهد؟,"['خیر، زیرا حشرات هنوز هم جفت\u200cگیری خواهند کرد.', 'خیر، زیرا این کار نرخ جهش فرزندان را تغییر نمی\u200cدهد.', 'بله، زیرا این کار به شدت نرخ زاد و ولد را کاهش می\u200cدهد.', 'بله، زیرا نرها خواهند مرد.']",C,اگر نرها اسپرم تولید نکنند، باروری تخمک‌ها ممکن نیست و این امر به کاهش زاد و ولد و جمعیت ح,C,0.5505214929580688,A,0.8150085210800171,True,False,False,False,[0.43042463 0.0112926  0.5505215  0.00776128],[0.8150085  0.00228027 0.181144   0.0015672 ]
14,در زمین، آب می‌تواند به صورت جامد، مایع یا گاز باشد. کدام منبع انرژی بیشترین تأثیر را بر وضعیت ماده آب دارد؟,"['خورشید', 'باد', 'جریان\u200cهای اقیانوسی', 'هسته فلزی']",A,[MASK] بزرگترین منبع انرژی است که بر حالت‌های آب تأثیر می‌گذارد و باعث تبخیر، ذوب یخ,A,0.9873910546302795,A,0.9902215003967285,True,True,True,True,[0.98739105 0.00148738 0.00356805 0.00755356],[0.9902215  0.00244494 0.00215766 0.00517595]
15,یک کشتی مقدار زیادی نفت را در نزدیکی یک ناحیه ساحلی نشت می‌کند. کدام یک از بیانیه‌ها توصیف می‌کند که نفت چگونه احتمالاً بر زیستگاه ساحلی تأثیر خواهد گذاشت؟,"['نرخ تولید مثل ماهی\u200cها افزایش خواهد یافت.', 'پرندگان آبی قادر به استفاده از بال\u200cهای خود نخواهند بود.', 'گیاهان آبزی در معرض نور خورشید بیشتری قرار خواهند گرفت.', 'گیاهان ساحلی به مواد مغذی بیشتری دسترسی خواهند داشت.']",B,نشت نفت کیفیت آب را کاهش می‌دهد و پرندگان آبی را آسیب‌پذیر می‌کند، زیرا پرها آلوده و شنا,A,0.9468340873718262,B,0.9663710594177246,False,True,True,True,[0.9468341  0.02523227 0.00270134 0.02523227],[2.5502646e-02 9.6637106e-01 8.1978127e-04 7.3066307e-03]
16,یک ویژگی شیمیایی معدنی وقتی مشهود است که معدنی,"['به راحتی هنگام ضربه با چکش می\u200cشکند', 'هنگام قرار دادن اسید بر روی آن حباب کند', 'به راحتی توسط ناخن خراشیده می\u200cشود', 'نور را از سطح خود بازتاب می\u200cدهد']",B,خاصیت شیمیایی معدنی زمانی مشخص می‌شود که با اسید واکنش نشان دهد و حباب بزند، که نشان‌دهنده یک واکنش شیمیایی است,A,0.5072625875473022,B,0.9807277917861938,False,True,True,True,[0.5072626  0.2386797  0.2386797  0.01537796],[1.7875161e-02 9.8072779e-01 6.1165437e-04 7.8537979e-04]
17,یک غروب که در حال تاریک شدن است، الکس بر روی ایوان جلویی می‌نشیند و به آرامی ناپدید شدن خورشید پشت خانه همسایه آن طرف خیابان را تماشا می‌کند. کدام گزینه این مشاهدات را توضیح می‌دهد؟,"['نور خورشید توسط ابرها منعکس می\u200cشود.', 'نور خورشید توسط جو زمین شکست می\u200cیابد.', 'خورشید هر روز از غرب به شرق حرکت می\u200cکند.', 'خورشید به نظر می\u200cرسد که به دلیل چرخش زمین در حال حرکت است.']",D,خورشید به دلیل چرخش زمین به دور محور خود به سمت غرب ناپدید می‌شود. این پدیده تأثیر چرخش زمین بر مشاهده ما از خور,D,0.9096762537956238,D,0.8688977956771851,True,True,True,False,[0.06589673 0.01297583 0.01145113 0.90967625],[0.02644423 0.00169052 0.10296746 0.8688978 ]
18,یک تبلیغ خمیردندان بیان می‌کند که یک برند از خمیردندان‌ها، غلظت بیشتری از فلوراید نسبت به هر خمیردندان دیگری که در دسترس است، دارد. این تبلیغ احتمالاً به این نکته اشاره دارد که خمیردندان تبلیغ‌شده,"['طعم خوشایندی دارد.', 'توسط دندانپزشکان توصیه می\u200cشود.', 'به بهداشت دهان و دندان کمک می\u200cکند.', 'گران\u200cترین برند فروخته\u200cشده است.']",C,تبلیغ به غلظت بالای فلوراید اشاره دارد که به بهبود بهداشت دهان و دندان کمک می‌کند، زیرا فلوراید در پیشگیری از پوسیدگی مؤ,C,0.963753879070282,C,0.9711074829101562,True,True,True,True,[0.02266532 0.01213187 0.9637539  0.00144895],[2.2749221e-02 5.7519041e-03 9.7110748e-01 3.9142199e-04]
19,سلول‌ها چه چیزی را تجزیه می‌کنند تا انرژی تولید کنند؟,"['غذا', 'آب', 'کلروفیل', 'دی\u200cاکسید کربن']",A,سلول‌ها برای تولید انرژی از مواد [MASK]یی مانند کربوهیدرات‌ها و چربی‌ها استفاده می‌کنند.,A,0.994198203086853,A,0.9982290863990784,True,True,True,True,[0.9941982  0.00189504 0.0011494  0.00275727],[9.9822909e-01 5.5970502e-04 3.9689030e-04 8.1436604e-04]
20,لورا ۵۰ میلی‌لیتر آب جوش را به ۱۰۰ میلی‌لیتر آب یخ اضافه می‌کند. اگر این ۱۵۰ میلی‌لیتر آب سپس در فریزر قرار گیرد، در چه دمايي آب یخ می‌زند؟,"['۰ درجه سانتی\u200cگراد', '۱۵ درجه سانتی\u200cگراد', '۳۷ درجه سانتی\u200cگراد', '۵۰ درجه سانتی\u200cگراد']",A,وقتی لورا آب جوش و یخ را مخلوط می‌کند، دمای نهایی به 0 درجه سانتی‌گراد نزدیک می‌شود. بنابراین، در فریزر، آب در این دما,A,0.9709250330924988,A,0.9988744854927063,True,True,True,True,[0.97092503 0.01382248 0.0044875  0.01076496],[9.9887449e-01 5.5897410e-04 2.0563508e-04 3.6090080e-04]
21,پیامی از مغز به عضله در بازو توسط کدام ساختارها منتقل می‌شود؟,"['عصب\u200cهای حسی', 'عصب\u200cهای بینابینی', 'عصب\u200cهای حرکتی', 'عصب\u200cهای مکانورسپتوری']",C,سیگنال از مغز به عضله توسط نورون‌های حرکتی منتقل می‌شود که مسئول انتقال پیام‌های حرکتی هستند.,C,0.9269867539405823,C,0.9929210543632507,True,True,True,True,[0.040412   0.02777473 0.92698675 0.00482653],[5.9504309e-03 7.1067759e-04 9.9292105e-01 4.1778584e-04]
22,ترکیب خاک بر توانایی خاک در حفظ و انتقال آب و هوا تأثیر می‌گذارد. کدام نوع خاک برای کاشت یک باغ مولد بهترین است؟,"['خاک\u200cهای شنی زیرا محتوای سیلیس بالایی دارند.', 'خاک\u200cهای لومی زیرا شامل شن و رس هستند.', 'خاک\u200cهای کمی سنگی زیرا معدنیات مورد نیاز را تأمین می\u200cکنند.', 'خاک\u200cهای رسی زیرا خاک\u200cهای سنگینی هستند و آب را حفظ می\u200cکنند.']",B,خاک لومی به دلیل ترکیب مناسب شن و رس، بهترین گزینه است. این خاک آب را حفظ کرده و هوا را منتقل می‌کند و شرایط ایده‌آل,A,0.3312472105026245,B,0.99142986536026,False,True,True,True,[0.3312472  0.3312472  0.04518104 0.29232463],[7.6290299e-03 9.9142987e-01 3.1488767e-04 6.2622892e-04]
23,زمین در یک روز چند بار حول محور خود می‌چرخد؟,"['یک بار', 'دو بار', '۲۴ بار', '۳۶۵ بار']",A,"زمین هر ۲۴ ساعت [MASK] حول محور خود می‌چرخد، بنابراین پاسخ صحیح ""[MASK]",B,0.5344530344009399,A,0.9886385798454285,False,True,True,True,[0.41623244 0.53445303 0.02619632 0.02311817],[0.9886386  0.00514753 0.00454268 0.00167116]
24,دو دانش‌آموز از آن‌ها خواسته می‌شود که نموداری را در مورد طیف الکترومغناطیسی تهیه کنند. از چپ به راست، نمودار یکی از دانش‌آموزان طیف را از پرتوهای گامای تا امواج رادیویی نشان می‌دهد، در حالی که نمودار دانش‌آموز دیگر عکس آن را نشان می‌دهد. اگر معلم بگوید که هر دو نمودار صحیح هستند، آنگاه,"['اهمیتی ندارد که دانش\u200cآموزان نمودارهای خود را چگونه برچسب\u200cگذاری کنند.', 'راه\u200cهای متعددی برای سازماندهی اطلاعات وجود دارد.', 'امواج دارای خواص یکسانی هستند.', 'دانش\u200cآموزان تشویق می\u200cشوند که کار خود را انجام دهند.']",B,این سوال نشان می‌دهد که دانش‌آموزان می‌توانند اطلاعات را به شیوه‌های مختلف سازماندهی کنند و تنوع,B,0.8339493274688721,B,0.9767142534255981,True,True,True,True,[1.6389394e-01 8.3394933e-01 9.3524628e-05 2.0631202e-03],[2.31502745e-02 9.76714253e-01 3.32111922e-05 1.02297665e-04]
25,زغال‌سنگ سنگی جامد است که از مواد ارگانیک در یک دلتای آب‌گرفته تشکیل شده است. تشکیل زغال‌سنگ نشان می‌دهد که,"['زغال\u200cسنگ عمدتاً از بقایای اسکلتی حیوانات تشکیل شده است.', 'زغال\u200cسنگ از ماگما که در طول زمان جامد شده است تشکیل می\u200cشود.', 'بلافاصله وقتی آب حذف می\u200cشود، به حالت فسیل در می\u200cآید.', 'فرایندهای زمین\u200cشناسی سال\u200cها ادامه دارد.']",D,تشکیل زغال‌سنگ نشان‌دهنده ادامه فرآیندهای زمین‌شناسی به مدت میلیون‌ها سال و نیاز به زمان برای تغییر,A,0.9591619372367859,D,0.9234018325805664,False,True,True,True,[0.95916194 0.01353552 0.00161659 0.02568591],[0.05880096 0.01684676 0.00095043 0.92340183]
26,ستاره‌ها معمولاً بر اساس درخشندگی ظاهری‌شان در آسمان شب طبقه‌بندی می‌شوند. ستاره‌ها همچنین می‌توانند به طرق دیگر نیز طبقه‌بندی شوند. کدام‌یک از این روش‌ها برای طبقه‌بندی ستاره‌ها کمترین کاربرد را دارد؟,"['رنگ قابل مشاهده', 'ترکیب', 'بافت سطحی', 'دما']",C,[MASK] ستاره‌ها به دلیل فاصله و شرایط مشاهده، اطلاعات کمتری برای طبقه‌بندی ارائه می‌دهد و کمتر مف,A,0.43724772334098816,B,0.4743223488330841,False,False,False,False,[0.43724772 0.34186167 0.05940665 0.161484  ],[0.25388646 0.47432235 0.13589562 0.13589562]
27,مایکل آموخته است که حرکت زمین در منظومه شمسی باعث تغییراتی می‌شود که می‌توان آن‌ها را روی این سیاره مشاهده کرد. کدام تغییر در زمینی که زمانی برای چرخش یک بار بر روی محور خود نیاز دارد، قابل مشاهده است؟,"['تبدیل روز به شب', 'تغییر زمستان به بهار', 'تغییر ژانویه به فوریه', 'تبدیل ماه نو به ماه کامل']",A,"چرخش زمین به دور محورش شب و روز را ایجاد می‌کند، بنابراین گزینه ""روز به شب",A,0.801138162612915,A,0.8695378303527832,True,True,True,True,[0.80113816 0.12214074 0.0576952  0.01902586],[0.86953783 0.11722036 0.00862513 0.0046167 ]
28,کدام یک از موارد زیر مشاهدهای است درباره ملخها که یک کلاس علوم می‌توانست در پیاده‌روی طبیعت خود انجام دهد؟,"['ملخها در یک ظرف پر از گیاهان بیشترین عمر را خواهند کرد.', 'ملخها سبز رنگ هستند و پاهای پشتی بلندی و شاخکهایی دارند.', 'ملخها احتمالاً علف بیشتری به نسبت برگ درختان خواهند خورد.', 'همه ملخها از تخمهایی که سال قبل گذاشته شده بودند، بیرون آمده\u200cاند.']",B,در پیاده‌روی علمی، دانش‌آموزان می‌توانند ویژگی‌های ظاهری ملخ‌ها مانند رنگ سبز و پاهای,B,0.5573395490646362,B,0.9817199110984802,True,True,True,True,[0.23233369 0.55733955 0.1823608  0.02796593],[0.01608646 0.9817199  0.0011653  0.00102837]
29,چه ویژگی ای از DNA باعث تمایز سلولی در جنین های در حال توسعه می شود؟,"['کدام ژن ها وجود دارند', 'چندین نسخه از هر ژن وجود دارد', 'کدام ژن ها فعال هستند', 'چه پروتئینی توسط یک ژن تولید می شود']",C,تمایز سلولی در جنین به فعالیت ژن‌ها بستگی دارد که باعث می‌شود سلول‌ها ویژگی‌ها و عملکردهای متفاوتی پیدا,C,0.8969911932945251,C,0.6983917951583862,True,True,True,False,[0.05723084 0.04457142 0.8969912  0.00120649],[0.1213623  0.1765811  0.6983918  0.00366482]
30,حرارت، نور و صدا همگی اشکال مختلف ___ هستند.,"['سوخت', 'انرژی', 'ماده', 'الکتریسیته']",B,حرارت، نور و صدا انواع مختلف [MASK] هستند که توانایی انجام کار دارند.,B,0.9977158308029175,B,0.9970042109489441,True,True,True,False,[1.5000050e-03 9.9771583e-01 4.1653638e-04 3.6759206e-04],[2.189474e-03 9.970042e-01 2.697961e-04 5.365536e-04]
31,کدام یک از ویژگی‌های زیر توسط عناصر خانواده کربن به اشتراک گذاشته می‌شود؟,"['عدد اتمی ۶', 'جرم اتمی ۱۲', 'ساختار الکترونی یکسان', 'تعداد الکترون\u200cهای والانس']",D,عناصر خانواده کربن چهار الکترون ظرفیت دارند که باعث رفتار مشابه در واکنش‌ها می‌شود. سایر گزینه‌ها مختص یک عنصر هستند.,C,0.6934155225753784,C,0.8894418478012085,False,False,False,False,[0.15532748 0.04450206 0.6934155  0.10675491],[0.02398222 0.00416749 0.88944185 0.08240844]
32,کدام یک از این فعالیت‌های انسانی به انقراض گونه‌ها کمک نمی‌کند؟,"['شکار', 'تخریب زیستگاه', 'اکولوژی بازسازی', 'گونه\u200cهای غیربومی معرفی شده']",C,[MASK] به احیای زیستگاه‌های آسیب‌دیده کمک می‌کند و به حفظ گونه‌ها و تنوع زیستی می‌انجامد، بنابراین به,B,0.31395941972732544,B,0.8955352902412415,False,False,False,False,[0.13190424 0.31395942 0.2770682  0.2770682 ],[0.07322343 0.8955353  0.01659565 0.01464561]
33,عدم تحمل لاکتوز وضعیتی در سیستم گوارش است که در آن شخص قادر به هضم لاکتوز، شکر موجود در شیر، نیست. فردی که به عدم تحمل لاکتوز مبتلا است، آنزیم لاکتاز کافی تولید نمی‌کند که برای شکستن لاکتوز لازم است. اگر تعداد بزرگسالان مبتلا به عدم تحمل لاکتوز بیشتر از کودکان باشد، این امر به چه معناست؟,"['تولید لاکتاز با گذشت زمان کاهش می\u200cیابد.', 'هضم غذا لاکتاز را تجزیه می\u200cکند.', 'عدم تحمل لاکتوز یک واکنش آلرژیک است.', 'عدم تحمل لاکتوز مسری است.']",A,افزایش عدم تحمل لاکتوز در بزرگ‌ترها نشان‌دهنده کاهش تولید آنزیم لاکتاز با افزایش سن است. افراد مسن‌تر معمولاً,A,0.9842245578765869,A,0.9996627569198608,True,True,True,True,[0.98422456 0.00758839 0.00460259 0.0035845 ],[9.9966276e-01 2.4189726e-04 4.4746495e-05 5.0704421e-05]
34,چهار ماده در ظرف‌های کوچک قرار می‌گیرند. این مواد سپس از ظرف‌های کوچک به ظرف‌های بزرگ‌تر منتقل می‌شوند. کدام ماده به‌طور کامل ظرف بزرگ‌تر را پر خواهد کرد؟,"['هوا', 'یخ', 'شن', 'آب']",A,[MASK] به عنوان مایع، می‌تواند به طور کامل ظرف بزرگ‌تر را پر کند، در حالی که [MASK]، [MASK] و [MASK] نمی‌توانند این کار را به‌طور کامل انجام,D,0.531457245349884,D,0.7299968004226685,False,False,False,False,[0.04943323 0.41389933 0.00521022 0.53145725],[0.03157656 0.23699526 0.00143142 0.7299968 ]
35,کدام یک از اجسام آسمانی زیر بیشترین چگالی را دارد؟,"['یک سیاره', 'یک شهاب\u200cواره', 'یک سحابی', 'یک ستاره نوترونی']",D,ستاره‌های نوترونی چگالی بسیار بالایی دارند؛ یک قاشق چای‌خوری از آن‌ها به اندازه یک کوه سنگین است. این چگالی ناشی از فشردگی در اثر انف,D,0.889293909072876,D,0.9366492033004761,True,True,True,True,[0.04997493 0.05662902 0.00410219 0.8892939 ],[0.04627012 0.01525826 0.00182234 0.9366492 ]
36,جنگل‌های بارانی گونه‌های درختی بیشتری نسبت به هر بیوم دیگری دارند. با این حال، دانشمندان متوجه شده‌اند که خاک سطح جنگل نسبتاً فقیر از مواد مغذی است. چه چیزی احتمالاً می‌تواند دلیل این مسئله باشد؟,"['عدم فرسایش دسترسی به مواد معدنی را کاهش می\u200cدهد.', 'مواد مغذی به\u200cوسیله\u200cی حیات گیاهی مصرف می\u200cشوند.', 'سطح جنگل به اندازه کافی نور خورشید دریافت نمی\u200cکند.', 'حیوانات مواد مغذی را می\u200cخورند.']",B,در جنگل‌های بارانی، تنوع زیاد درختان باعث مصرف بالای مواد مغذی خاک می‌شود که به کاهش غلظت آن‌ها من,B,0.9262003898620605,B,0.9762974977493286,True,True,True,True,[0.06683215 0.9262004  0.00491754 0.00204994],[2.2960316e-02 9.7629750e-01 6.5133406e-04 9.0946611e-05]
37,کدام یک از این ویژگی‌ها در انسان‌ها ارثی نیست؟,"['قد', 'رنگ مو', 'رنگ پوست', 'هوش']",D,[MASK] تحت تأثیر عوامل ژنتیکی و محیطی است و نمی‌تواند به عنوان ویژگی ارثی خالص در نظر گرفته شود.,A,0.5928718447685242,D,0.6276005506515503,False,True,True,True,[0.59287184 0.11765902 0.07136381 0.21810538],[0.26162282 0.09624567 0.01453092 0.62760055]
38,لکه‌های آب روی پیاده‌رو به سرعت در حال تبخیر هستند. علت عمده تبخیر این لکه‌ها چیست؟,"['حرارت', 'ابرها', 'هوا', 'آب']",A,تبخیر به دما وابسته است. [MASK] بالا باعث افزایش انرژی مولکول‌های [MASK] و تسریع تبدیل آن‌ها,A,0.9826138615608215,A,0.9082317352294922,True,True,True,False,[0.98261386 0.00976582 0.00169704 0.00592327],[0.90823174 0.0088347  0.00779659 0.07513692]
39,یک مهندس زمان لازم برای حرکت صدا از طریق نمونه‌های مختلف مواد را اندازه‌گیری کرد. تمام نمونه‌ها از نظر شکل و اندازه یکسان بودند. اندازه‌گیری‌ها با استفاده از امواج اولتراسونیک با فرکانس ۵ مگاهرتز انجام شد. مهندس احتمالاً سعی در پاسخ به کدام سؤال داشت؟,"['در کدام ماده صدا سریع\u200cتر حرکت می\u200cکند؟', 'در کدام ماده صدا دورتر می\u200cرود؟', 'آیا فرکانس بر مسافت حرکت صدا تأثیر می\u200cگذارد؟', 'آیا شکل محیط بر سرعت صدا تأثیر می\u200cگذارد؟']",A,مهندس زمان سفر صدا را در مواد مختلف اندازه‌گیری کرده تا ببیند در کدام ماده صدا سریع‌تر حرکت می‌کند.,A,0.8877829909324646,A,0.9886360764503479,True,True,True,True,[0.887783   0.01266354 0.00598183 0.09357163],[0.9886361  0.00588439 0.00356906 0.00191038]
