index,question,options,gold,masked_explanation,pred_noexp,prob_noexp,pred_exp,prob_exp,is_correct_noexp,is_correct_exp,sufficiency,usefulness,probs_noexp,probs_exp
10,فتوسنتز یک فرایند است که شامل دی‌اکسید کربن، آب، گلوکز، اکسیژن و نور خورشید می‌باشد. کدام معادله شیمیایی صحیح برای فتوسنتز است؟,"['O_{2} + H_{2}O + انرژی -> C_{6}H_{12}O_{6} + CO_{2}', 'CO_{2} + H_{2}O -> C_{6}H_{6}O_{3} + O_{2} + انرژی', '6O_{2} + 6H_{2}O -> C_{6}H_{12}O_{6} + 6CO_{2} + انرژی', '6CO_{2} + 6H_{2}O + انرژی -> C_{6}H_{12}O_{6} + 6O_{2}']",D,دی‌اکسید کربن و آب با انرژی نور خورشید به گلوکز و اکسیژن تبدیل می‌شوند.,D,0.8747984766960144,D,0.9370390772819519,True,True,True,True,[1.1792953e-01 6.1883742e-04 6.6531291e-03 8.7479848e-01],[6.0372729e-02 5.2232645e-04 2.0658411e-03 9.3703908e-01]
11,کدامیک از موارد زیر نمونه‌ای از یک تغییر فیزیکی است؟,"['روشن کردن یک کبریت', 'شکستن یک شیشه', 'سوختن بنزین', 'زنگ\u200cزدگی آهن']",B,تغییر حالت ماده بدون تغییر ماهیت.,C,0.6676990389823914,B,0.753677487373352,False,True,True,True,[0.13147774 0.19129898 0.66769904 0.00952422],[0.04855888 0.7536775  0.1920541  0.00570962]
12,کدام یک از مناطق زیر بیشتر احتمال دارد تا سنگ‌های دگرگونی مانند گنیس و شیست را تشکیل دهد؟,"['بستر دریا', 'بیابان بادزده', 'محل عمیق زیر زمین', 'محل تحت پوشش یخچال']",C,مناطق عمیق زیرزمینی با فشار و حرارت بالا,C,0.7616659998893738,C,0.8991760015487671,True,True,True,True,[0.17061582 0.03806954 0.761666   0.02964858],[0.08421009 0.01291404 0.899176   0.00369993]
13,حشرات نر در یک جمعیت برای جلوگیری از تولید اسپرم درمان می‌شوند. آیا این کار می‌تواند جمعیت این حشرات را کاهش دهد؟,"['خیر، زیرا حشرات هنوز هم جفت\u200cگیری خواهند کرد.', 'خیر، زیرا این کار نرخ جهش فرزندان را تغییر نمی\u200cدهد.', 'بله، زیرا این کار به شدت نرخ زاد و ولد را کاهش می\u200cدهد.', 'بله، زیرا نرها خواهند مرد.']",C,کاهش تولید مثل به دلیل ناتوانی در بارور کردن تخم‌ها.,C,0.5505214929580688,A,0.2651043236255646,True,False,False,False,[0.43042463 0.0112926  0.5505215  0.00776128],[0.71781886 0.00800546 0.26510432 0.00907137]
14,در زمین، آب می‌تواند به صورت جامد، مایع یا گاز باشد. کدام منبع انرژی بیشترین تأثیر را بر وضعیت ماده آب دارد؟,"['خورشید', 'باد', 'جریان\u200cهای اقیانوسی', 'هسته فلزی']",A,"<answer>[MASK]</answer>
<concise_explanation>
انرژی [MASK] باعث تغییر حالت آب می‌شود.",A,0.9873910546302795,A,0.996977686882019,True,True,True,True,[0.98739105 0.00148738 0.00356805 0.00755356],[9.9697769e-01 1.0171789e-03 1.3060836e-03 6.9909618e-04]
15,یک کشتی مقدار زیادی نفت را در نزدیکی یک ناحیه ساحلی نشت می‌کند. کدام یک از بیانیه‌ها توصیف می‌کند که نفت چگونه احتمالاً بر زیستگاه ساحلی تأثیر خواهد گذاشت؟,"['نرخ تولید مثل ماهی\u200cها افزایش خواهد یافت.', 'پرندگان آبی قادر به استفاده از بال\u200cهای خود نخواهند بود.', 'گیاهان آبزی در معرض نور خورشید بیشتری قرار خواهند گرفت.', 'گیاهان ساحلی به مواد مغذی بیشتری دسترسی خواهند داشت.']",B,آلودگی نفتی باعث آسیب جدی به پرندگان می‌شود.,A,0.9468340873718262,B,0.9711080193519592,False,True,True,True,[0.9468341  0.02523227 0.00270134 0.02523227],[2.6082125e-02 9.7110802e-01 3.8385141e-04 2.4260154e-03]
16,یک ویژگی شیمیایی معدنی وقتی مشهود است که معدنی,"['به راحتی هنگام ضربه با چکش می\u200cشکند', 'هنگام قرار دادن اسید بر روی آن حباب کند', 'به راحتی توسط ناخن خراشیده می\u200cشود', 'نور را از سطح خود بازتاب می\u200cدهد']",B,واکنش با اسید حباب ایجاد می‌کند,A,0.5072625875473022,B,0.9611765742301941,False,True,True,True,[0.5072626  0.2386797  0.2386797  0.01537796],[0.02896838 0.9611766  0.0074397  0.00241532]
17,یک غروب که در حال تاریک شدن است، الکس بر روی ایوان جلویی می‌نشیند و به آرامی ناپدید شدن خورشید پشت خانه همسایه آن طرف خیابان را تماشا می‌کند. کدام گزینه این مشاهدات را توضیح می‌دهد؟,"['نور خورشید توسط ابرها منعکس می\u200cشود.', 'نور خورشید توسط جو زمین شکست می\u200cیابد.', 'خورشید هر روز از غرب به شرق حرکت می\u200cکند.', 'خورشید به نظر می\u200cرسد که به دلیل چرخش زمین در حال حرکت است.']",D,شکست نور در جو زمین,D,0.9096762537956238,D,0.6314997673034668,True,True,True,False,[0.06589673 0.01297583 0.01145113 0.90967625],[0.15966815 0.20501795 0.00381417 0.63149977]
18,یک تبلیغ خمیردندان بیان می‌کند که یک برند از خمیردندان‌ها، غلظت بیشتری از فلوراید نسبت به هر خمیردندان دیگری که در دسترس است، دارد. این تبلیغ احتمالاً به این نکته اشاره دارد که خمیردندان تبلیغ‌شده,"['طعم خوشایندی دارد.', 'توسط دندانپزشکان توصیه می\u200cشود.', 'به بهداشت دهان و دندان کمک می\u200cکند.', 'گران\u200cترین برند فروخته\u200cشده است.']",C,بهداشت دهان و دندان بهتر,C,0.963753879070282,C,0.9704071283340454,True,True,True,True,[0.02266532 0.01213187 0.9637539  0.00144895],[1.9827913e-02 9.3660429e-03 9.7040713e-01 3.9885420e-04]
19,سلول‌ها چه چیزی را تجزیه می‌کنند تا انرژی تولید کنند؟,"['غذا', 'آب', 'کلروفیل', 'دی\u200cاکسید کربن']",A,مواد [MASK]یی,A,0.994198203086853,A,0.9929157495498657,True,True,True,False,[0.9941982  0.00189504 0.0011494  0.00275727],[0.99291575 0.00358801 0.00131996 0.00217624]
20,لورا ۵۰ میلی‌لیتر آب جوش را به ۱۰۰ میلی‌لیتر آب یخ اضافه می‌کند. اگر این ۱۵۰ میلی‌لیتر آب سپس در فریزر قرار گیرد، در چه دمايي آب یخ می‌زند؟,"['۰ درجه سانتی\u200cگراد', '۱۵ درجه سانتی\u200cگراد', '۳۷ درجه سانتی\u200cگراد', '۵۰ درجه سانتی\u200cگراد']",A,دمای صفر درجه,A,0.9709250330924988,A,0.9946925044059753,True,True,True,True,[0.97092503 0.01382248 0.0044875  0.01076496],[0.9946925  0.00260419 0.00130947 0.00139392]
21,پیامی از مغز به عضله در بازو توسط کدام ساختارها منتقل می‌شود؟,"['عصب\u200cهای حسی', 'عصب\u200cهای بینابینی', 'عصب\u200cهای حرکتی', 'عصب\u200cهای مکانورسپتوری']",C,رشته‌های عصبی حرکتی,C,0.9269867539405823,C,0.9939490556716919,True,True,True,True,[0.040412   0.02777473 0.92698675 0.00482653],[5.2081309e-03 5.4893299e-04 9.9394906e-01 2.9382267e-04]
22,ترکیب خاک بر توانایی خاک در حفظ و انتقال آب و هوا تأثیر می‌گذارد. کدام نوع خاک برای کاشت یک باغ مولد بهترین است؟,"['خاک\u200cهای شنی زیرا محتوای سیلیس بالایی دارند.', 'خاک\u200cهای لومی زیرا شامل شن و رس هستند.', 'خاک\u200cهای کمی سنگی زیرا معدنیات مورد نیاز را تأمین می\u200cکنند.', 'خاک\u200cهای رسی زیرا خاک\u200cهای سنگینی هستند و آب را حفظ می\u200cکنند.']",B,خاک لومی، ساختار مناسبی برای رشد گیاهان دارد.,A,0.3312472105026245,B,0.9290473461151123,False,True,True,True,[0.3312472  0.3312472  0.04518104 0.29232463],[0.04643558 0.92904735 0.00545996 0.01905712]
23,زمین در یک روز چند بار حول محور خود می‌چرخد؟,"['یک بار', 'دو بار', '۲۴ بار', '۳۶۵ بار']",A,زمین در ۲۴ ساعت [MASK] می‌چرخد.,B,0.5344530344009399,A,0.9837878942489624,False,True,True,True,[0.41623244 0.53445303 0.02619632 0.02311817],[0.9837879  0.01238406 0.001676   0.00215203]
24,دو دانش‌آموز از آن‌ها خواسته می‌شود که نموداری را در مورد طیف الکترومغناطیسی تهیه کنند. از چپ به راست، نمودار یکی از دانش‌آموزان طیف را از پرتوهای گامای تا امواج رادیویی نشان می‌دهد، در حالی که نمودار دانش‌آموز دیگر عکس آن را نشان می‌دهد. اگر معلم بگوید که هر دو نمودار صحیح هستند، آنگاه,"['اهمیتی ندارد که دانش\u200cآموزان نمودارهای خود را چگونه برچسب\u200cگذاری کنند.', 'راه\u200cهای متعددی برای سازماندهی اطلاعات وجود دارد.', 'امواج دارای خواص یکسانی هستند.', 'دانش\u200cآموزان تشویق می\u200cشوند که کار خود را انجام دهند.']",B,راه‌های سازماندهی مختلف، هر دو نمودار را معتبر می‌سازد.,B,0.8339493274688721,B,0.9462199807167053,True,True,True,True,[1.6389394e-01 8.3394933e-01 9.3524628e-05 2.0631202e-03],[5.3695783e-02 9.4621998e-01 2.7040607e-05 5.7244968e-05]
25,زغال‌سنگ سنگی جامد است که از مواد ارگانیک در یک دلتای آب‌گرفته تشکیل شده است. تشکیل زغال‌سنگ نشان می‌دهد که,"['زغال\u200cسنگ عمدتاً از بقایای اسکلتی حیوانات تشکیل شده است.', 'زغال\u200cسنگ از ماگما که در طول زمان جامد شده است تشکیل می\u200cشود.', 'بلافاصله وقتی آب حذف می\u200cشود، به حالت فسیل در می\u200cآید.', 'فرایندهای زمین\u200cشناسی سال\u200cها ادامه دارد.']",D,فرآیندهای زمین‌شناسی زمان‌بر هستند,A,0.9591619372367859,D,0.8677451610565186,False,True,True,True,[0.95916194 0.01353552 0.00161659 0.02568591],[0.104043   0.02630619 0.00190561 0.86774516]
26,ستاره‌ها معمولاً بر اساس درخشندگی ظاهری‌شان در آسمان شب طبقه‌بندی می‌شوند. ستاره‌ها همچنین می‌توانند به طرق دیگر نیز طبقه‌بندی شوند. کدام‌یک از این روش‌ها برای طبقه‌بندی ستاره‌ها کمترین کاربرد را دارد؟,"['رنگ قابل مشاهده', 'ترکیب', 'بافت سطحی', 'دما']",C,به دلیل فاصله و تکنولوژی محدود,A,0.43724772334098816,B,0.23559518158435822,False,False,False,False,[0.43724772 0.34186167 0.05940665 0.161484  ],[0.30251023 0.385408   0.23559518 0.07648657]
27,مایکل آموخته است که حرکت زمین در منظومه شمسی باعث تغییراتی می‌شود که می‌توان آن‌ها را روی این سیاره مشاهده کرد. کدام تغییر در زمینی که زمانی برای چرخش یک بار بر روی محور خود نیاز دارد، قابل مشاهده است؟,"['تبدیل روز به شب', 'تغییر زمستان به بهار', 'تغییر ژانویه به فوریه', 'تبدیل ماه نو به ماه کامل']",A,تغییر روز و شب,A,0.801138162612915,A,0.7114341259002686,True,True,True,False,[0.80113816 0.12214074 0.0576952  0.01902586],[0.7114341  0.25968525 0.01006909 0.01881154]
28,کدام یک از موارد زیر مشاهدهای است درباره ملخها که یک کلاس علوم می‌توانست در پیاده‌روی طبیعت خود انجام دهد؟,"['ملخها در یک ظرف پر از گیاهان بیشترین عمر را خواهند کرد.', 'ملخها سبز رنگ هستند و پاهای پشتی بلندی و شاخکهایی دارند.', 'ملخها احتمالاً علف بیشتری به نسبت برگ درختان خواهند خورد.', 'همه ملخها از تخمهایی که سال قبل گذاشته شده بودند، بیرون آمده\u200cاند.']",B,مشاهده ویژگی‌های فیزیکی کافیست,B,0.5573395490646362,B,0.9226456880569458,True,True,True,True,[0.23233369 0.55733955 0.1823608  0.02796593],[7.5440109e-02 9.2264569e-01 8.3806389e-04 1.0760954e-03]
29,چه ویژگی ای از DNA باعث تمایز سلولی در جنین های در حال توسعه می شود؟,"['کدام ژن ها وجود دارند', 'چندین نسخه از هر ژن وجود دارد', 'کدام ژن ها فعال هستند', 'چه پروتئینی توسط یک ژن تولید می شود']",C,فعال بودن ژن ها,C,0.8969911932945251,C,0.9933258295059204,True,True,True,True,[0.05723084 0.04457142 0.8969912  0.00120649],[5.8263275e-03 4.6353976e-04 9.9332583e-01 3.8428797e-04]
30,حرارت، نور و صدا همگی اشکال مختلف ___ هستند.,"['سوخت', 'انرژی', 'ماده', 'الکتریسیته']",B,[MASK] مختلف,B,0.9977158308029175,B,0.9967459440231323,True,True,True,False,[1.5000050e-03 9.9771583e-01 4.1653638e-04 3.6759206e-04],[2.4706863e-03 9.9674594e-01 4.1613146e-04 3.6723472e-04]
31,کدام یک از ویژگی‌های زیر توسط عناصر خانواده کربن به اشتراک گذاشته می‌شود؟,"['عدد اتمی ۶', 'جرم اتمی ۱۲', 'ساختار الکترونی یکسان', 'تعداد الکترون\u200cهای والانس']",D,[MASK] یکسان,C,0.6934155225753784,C,0.02180018275976181,False,False,False,False,[0.15532748 0.04450206 0.6934155  0.10675491],[0.03594242 0.00801984 0.9342376  0.02180018]
32,کدام یک از این فعالیت‌های انسانی به انقراض گونه‌ها کمک نمی‌کند؟,"['شکار', 'تخریب زیستگاه', 'اکولوژی بازسازی', 'گونه\u200cهای غیربومی معرفی شده']",C,احیای اکولوژیک کمک نمی‌کند.,B,0.31395941972732544,B,0.01592160388827324,False,False,False,False,[0.13190424 0.31395942 0.2770682  0.2770682 ],[0.02316579 0.86929005 0.0159216  0.09162249]
33,عدم تحمل لاکتوز وضعیتی در سیستم گوارش است که در آن شخص قادر به هضم لاکتوز، شکر موجود در شیر، نیست. فردی که به عدم تحمل لاکتوز مبتلا است، آنزیم لاکتاز کافی تولید نمی‌کند که برای شکستن لاکتوز لازم است. اگر تعداد بزرگسالان مبتلا به عدم تحمل لاکتوز بیشتر از کودکان باشد، این امر به چه معناست؟,"['تولید لاکتاز با گذشت زمان کاهش می\u200cیابد.', 'هضم غذا لاکتاز را تجزیه می\u200cکند.', 'عدم تحمل لاکتوز یک واکنش آلرژیک است.', 'عدم تحمل لاکتوز مسری است.']",A,تولید لاکتاز با افزایش سن کاهش می‌یابد.,A,0.9842245578765869,A,0.9995991587638855,True,True,True,True,[0.98422456 0.00758839 0.00460259 0.0035845 ],[9.9959916e-01 3.2692117e-04 4.7097459e-05 2.6835321e-05]
34,چهار ماده در ظرف‌های کوچک قرار می‌گیرند. این مواد سپس از ظرف‌های کوچک به ظرف‌های بزرگ‌تر منتقل می‌شوند. کدام ماده به‌طور کامل ظرف بزرگ‌تر را پر خواهد کرد؟,"['هوا', 'یخ', 'شن', 'آب']",A,[MASK] حجم ثابت دارد.,D,0.531457245349884,D,0.29126179218292236,False,False,False,False,[0.04943323 0.41389933 0.00521022 0.53145725],[0.2912618  0.33004287 0.00470781 0.37398756]
35,کدام یک از اجسام آسمانی زیر بیشترین چگالی را دارد؟,"['یک سیاره', 'یک شهاب\u200cواره', 'یک سحابی', 'یک ستاره نوترونی']",D,چگالی بسیار بالا,D,0.889293909072876,D,0.9104524850845337,True,True,True,True,[0.04997493 0.05662902 0.00410219 0.8892939 ],[0.04532876 0.04000249 0.00421623 0.9104525 ]
36,جنگل‌های بارانی گونه‌های درختی بیشتری نسبت به هر بیوم دیگری دارند. با این حال، دانشمندان متوجه شده‌اند که خاک سطح جنگل نسبتاً فقیر از مواد مغذی است. چه چیزی احتمالاً می‌تواند دلیل این مسئله باشد؟,"['عدم فرسایش دسترسی به مواد معدنی را کاهش می\u200cدهد.', 'مواد مغذی به\u200cوسیله\u200cی حیات گیاهی مصرف می\u200cشوند.', 'سطح جنگل به اندازه کافی نور خورشید دریافت نمی\u200cکند.', 'حیوانات مواد مغذی را می\u200cخورند.']",B,"<answer>[MASK]</answer>
<concise_explanation>
مواد مغذی توسط گیاهان جذب می‌شوند.",B,0.9262003898620605,B,0.9761353135108948,True,True,True,True,[0.06683215 0.9262004  0.00491754 0.00204994],[2.3181785e-02 9.7613531e-01 6.1777362e-04 6.5112865e-05]
37,کدام یک از این ویژگی‌ها در انسان‌ها ارثی نیست؟,"['قد', 'رنگ مو', 'رنگ پوست', 'هوش']",D,عوامل محیطی موثر است,A,0.5928718447685242,D,0.4823508560657501,False,True,True,True,[0.59287184 0.11765902 0.07136381 0.21810538],[0.29256058 0.20107375 0.02401483 0.48235086]
38,لکه‌های آب روی پیاده‌رو به سرعت در حال تبخیر هستند. علت عمده تبخیر این لکه‌ها چیست؟,"['حرارت', 'ابرها', 'هوا', 'آب']",A,افزایش انرژی مولکول‌ها با [MASK],A,0.9826138615608215,A,0.9738340973854065,True,True,True,False,[0.98261386 0.00976582 0.00169704 0.00592327],[0.9738341  0.02033006 0.00129966 0.00453625]
39,یک مهندس زمان لازم برای حرکت صدا از طریق نمونه‌های مختلف مواد را اندازه‌گیری کرد. تمام نمونه‌ها از نظر شکل و اندازه یکسان بودند. اندازه‌گیری‌ها با استفاده از امواج اولتراسونیک با فرکانس ۵ مگاهرتز انجام شد. مهندس احتمالاً سعی در پاسخ به کدام سؤال داشت؟,"['در کدام ماده صدا سریع\u200cتر حرکت می\u200cکند؟', 'در کدام ماده صدا دورتر می\u200cرود؟', 'آیا فرکانس بر مسافت حرکت صدا تأثیر می\u200cگذارد؟', 'آیا شکل محیط بر سرعت صدا تأثیر می\u200cگذارد؟']",A,سرعت حرکت صدا در مواد مختلف مقایسه می‌شود.,A,0.8877829909324646,A,0.9967352747917175,True,True,True,True,[0.887783   0.01266354 0.00598183 0.09357163],[9.9673527e-01 1.1579749e-03 6.1981933e-04 1.4868692e-03]
40,کدامیک از موارد زیر شامل واحدهای متریک اندازه‌گیری نیست؟,"['گ، کیلوگرم، سانتی\u200cگرم', 'دسی\u200cلیتر، لیتر، میلی\u200cلیتر', 'پا، یارد، مایل', 'نیوتن، ژول، وات']",C,سیستم انگلیسی استفاده می‌کند.,A,0.37268131971359253,A,0.0339406356215477,False,False,False,False,[0.37268132 0.19792955 0.05670777 0.37268132],[0.3220198  0.3220198  0.03394064 0.3220198 ]
41,چرخه زندگی شب پره چگونه با حشرات دیگر که دگرگونی ناقص را طی می‌کنند، متفاوت است؟,"['یک پیله ایجاد می\u200cکند.', 'به یک بزرگسال تبدیل می\u200cشود.', 'تخم می\u200cگذارد.', 'برگ\u200cها می\u200cخورد.']",A,دارای مرحله پیله است.,B,0.4627525508403778,A,0.5124118328094482,False,True,True,True,[0.28067362 0.46275255 0.21858883 0.03798504],[0.51241183 0.39906675 0.07796938 0.01055201]
42,مکیدگی زیستی آلودگی‌ها در کجا بیشترین احتمال وجود را دارد؟,"['در یک دلتای رودخانه', 'در یک اقیانوس آزاد', 'در یک ناحیه جزر و مدی', 'در یک چشمه حرارتی زیرآبی']",A,نواحی جزر و مدی پذیرای تنوع زیستی بالایی هستند,A,0.44640272855758667,C,0.025699729099869728,True,False,False,False,[0.44640273 0.14606242 0.39394903 0.01358592],[2.5699729e-02 9.4544012e-03 9.6437520e-01 4.7070696e-04]
43,نیروی جاذبه‌ای که توسط یک جسم وارد می‌شود به چه چیزی بستگی دارد؟,"['حجم.', 'وزن.', 'جرم.', 'اندازه.']",C,جرم جسم,B,0.49250707030296326,C,0.983623743057251,False,True,True,True,[0.00702524 0.49250707 0.49250707 0.00796064],[6.5760287e-03 9.5680645e-03 9.8362374e-01 2.3216219e-04]
44,درختان احتمالاً چگونه محیطی را که در آن قرار دارند تغییر می‌دهند؟,"['آزاد کردن نیتروژن در خاک.', 'رقابت با گونه\u200cهای غیر بومی.', 'افزودن دی\u200cاکسید کربن به جو.', 'برداشت آب از خاک و بازگرداندن آن به جو.']",D,درختان با جذب آب از خاک و بازگشت آن به جو، محیط را تغییر می‌دهند.,A,0.6605489253997803,C,0.37373295426368713,False,False,False,False,[0.6605489  0.04222748 0.05422116 0.24300237],[0.138567   0.00781742 0.4798826  0.37373295]
45,مدت زمان لازم برای چرخش زمین حول محور خود به میزان هفت بار چقدر است؟,"['یک روز', 'یک هفته', 'یک ماه', 'یک سال']",B,هفت برابر ۲۴ ساعت می‌شود [MASK].,A,0.645486056804657,A,0.008310048840939999,False,False,False,False,[0.64548606 0.04158818 0.00562835 0.3072974 ],[0.9680444  0.00831005 0.0010565  0.02258906]
46,کدام سیاره دارای طولانی‌ترین سال سیاره‌ای است؟,"['زمین', 'زهره', 'مشتری', 'نپتون']",D,دوره گردش [MASK] بسیار طولانی است,A,0.38318783044815063,B,0.30283302068710327,False,False,False,False,[0.38318783 0.09764493 0.1810051  0.33816206],[0.2672492  0.34315476 0.08676311 0.30283302]
47,کدام یک از منابع غیرقابل تجدید است؟,"['الف) نفت', 'ب) درختان', 'ج) انرژی خورشیدی', 'د) محصولات غذایی']",A,منبع فسیلی غیرقابل تجدید,A,0.6418253779411316,A,0.9718589186668396,True,True,True,True,[0.6418254  0.0280899  0.30199486 0.0280899 ],[0.9718589  0.01079638 0.00654833 0.01079638]
48,اگر ماه نو در ۲ ژوئن رخ دهد، ماه نو بعدی چه زمانی رخ خواهد داد؟,"['۳۰ ژوئن', '۲۸ ژوئن', '۲۳ ژوئن', '۱۵ ژوئن']",A,۲۹.۵ روز بعد از ۲ ژوئن,C,0.6213812232017517,A,0.8463483452796936,False,True,True,True,[0.2935197  0.02730159 0.6213812  0.05779746],[0.84634835 0.07811003 0.04246769 0.03307387]
